metric,no_ips,with_ips,delta,delta_percent
throughput_bps,15408.204359202695,12500.369037214048,-2907.8353219886467,-18.8719934795771
avg_delay_s,0.1384623036534226,0.22012141222409218,0.08165910857066958,58.975696934138846
avg_jitter_s,0.2395045759317628,0.4201212647569728,0.18061668882521,75.41262546761088
packet_loss_pct,45.50847457627118,36.71766342141864,-8.790811154852541,-19.31686622481564
