metric,no_ips,with_ips,delta,delta_percent
throughput_bps,10813.277163370512,7825.16833044606,-2988.108832924452,-27.633702417677185
avg_delay_s,0.16172515159127998,0.2932485523990793,0.13152340080779934,81.32526048897574
avg_jitter_s,0.29207383861541747,0.5672162870714099,0.27514244845599245,94.20304460006118
packet_loss_pct,45.80335731414868,41.14583333333333,-4.657523980815348,-10.16852094240838
