metric,no_ips,with_ips,delta,delta_percent
throughput_bps,104979.09596852226,185607.88903472284,80628.79306620058,76.80461745486639
avg_delay_s,0.008313132176111656,0.004611112296729348,-0.0037020198793823074,-44.53219076704098
avg_jitter_s,0.01401142891017644,0.008812016334494473,-0.005199412575681968,-37.108367811834356
packet_loss_pct,49.073843342470305,48.723659414082576,-0.3501839283877288,-0.7135856997054616
