metric,no_ips,with_ips,delta,delta_percent
throughput_bps,3918.282496919269,4389.684715853609,471.40221893434045,12.030837983350569
avg_delay_s,0.3374391252344305,0.7316195023687262,0.3941803771342957,116.81525574737226
avg_jitter_s,0.6206972644356267,1.4976410285846606,0.876943764149034,141.28365217565462
packet_loss_pct,49.43396226415094,35.8974358974359,-13.536526366715044,-27.3830495204541
